"@timestamp","process.parent.executable","process.parent.command_line","process.executable","process.command_line","process.pid","file.path","Target.process.executable","Target.process.pid","source.ip","destination.ip","dns.question.name","dll.path","registry.path","event.action"
"Jun 1, 2026 @ 14:21:07.393","-","-","C:\Windows\System32\sppsvc.exe","-","16,316","C:\Windows\System32\spp\store\2.0\data.dat.tmp","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:07.396","-","-","C:\Windows\System32\sppsvc.exe","-","16,316","C:\Windows\System32\spp\store\2.0\data.dat.bak","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:07.398","-","-","C:\Windows\System32\sppsvc.exe","-","16,316","C:\Windows\System32\spp\store\2.0\data.dat","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:07.634","-","-","C:\Windows\System32\sppsvc.exe","-","16,316","C:\Windows\System32\spp\store\2.0\tokens.dat.bak","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:07.653","-","-","C:\Windows\System32\sppsvc.exe","-","16,316","C:\Windows\System32\spp\store\2.0\tokens.dat","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:07.844","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","11,184","-","-","-","173.10.254.170","23.58.95.152","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:07.844","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","1,648","-","-","-","173.10.254.170","23.58.95.152","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:08.383","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:08.562","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:08.562","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","20.135.4.173","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:09.185","-","-","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","-","12,420","-","-","-","173.10.254.170","103.243.115.106","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:09.651","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:09.842","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:09.848","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:09.849","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:09.920","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:09.947","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:10.118","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\TEMP\DESKTOP-MPJ4I7R-20260601-1421.log","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:10.124","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","-","-","-","-","-","-","-","HKLM\SYSTEM\ControlSet001\Control\SystemInformation\SystemManufacturer",query
"Jun 1, 2026 @ 14:21:10.247","-","-","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148.0.3967.83\msedgewebview2.exe","-","11,184","-","-","-","173.10.254.170","23.218.158.240","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:10.938","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:11.077","-","-","C:\Windows\System32\svchost.exe","-","3,840","-","-","-","173.10.254.170","103.243.115.105","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:11.091","-","-","C:\Windows\System32\svchost.exe","-","3,840","-","-","-","173.10.254.170","103.243.115.105","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:11.231","C:\Windows\System32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","""C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca","17,392","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:11.939","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:12.192","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:13.271","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","20.135.4.173","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:14.126","-","-","C:\Windows\System32\svchost.exe","-","3,840","-","-","-","173.10.254.170","103.243.115.105","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:14.195","-","-","C:\Windows\System32\svchost.exe","-","3,840","-","-","-","173.10.254.170","103.243.115.105","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:14.297","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","20.135.4.173","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:14.351","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:14.537","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertinformation.temp.ini","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:14.542","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.backup.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:14.543","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\assertInformation.ini","-","-","-","-","-","-","-",rename
"Jun 1, 2026 @ 14:21:14.545","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:14.620","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:14.750","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:15.794","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","connection_attempted"
"Jun 1, 2026 @ 14:21:16.031","-","-","C:\Program Files\Microsoft OneDrive\OneDrive.exe","-","35,608","-","-","-","173.10.254.170","150.171.22.11","-","-","-","disconnect_received"
"Jun 1, 2026 @ 14:21:16.121","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\TEMP\DESKTOP-MPJ4I7R-20260601-1421.log","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:16.123","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\integrator.exe.db-shm","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:16.123","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\integrator.exe.db-shm","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:21:16.124","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\integrator.exe.db-wal","-","-","-","-","-","-","-",creation
"Jun 1, 2026 @ 14:21:16.124","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","10,052","C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\Office\OTele\integrator.exe.db-wal","-","-","-","-","-","-","-",deletion
"Jun 1, 2026 @ 14:21:16.130","C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /License PRIDName=O365BusinessRetail.16,O365ProPlusRetail.16 /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","10,052","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:16.132","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /License PRIDName=O365BusinessRetail.16,O365ProPlusRetail.16 /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","8,432","-","-","-","-","-","-","-","-",end
"Jun 1, 2026 @ 14:21:16.141","C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" /service","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","17,008","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:16.153","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","integrator.exe /I /Extension /Msi MsiName=C2RInt.16.msi,C2RIntLoc.en-us.16.msi,* /C2R PackageGUID=""9AC08E99-230B-47e8-9721-4577B7F124EA"" PackageRoot=""C:\Program Files\Microsoft Office\root""","C:\Windows\System32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1","30,892","-","-","-","-","-","-","-","-",start
"Jun 1, 2026 @ 14:21:16.220","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKEY_USERS\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass",modification
"Jun 1, 2026 @ 14:21:16.220","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKEY_USERS\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName",modification
"Jun 1, 2026 @ 14:21:16.220","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKEY_USERS\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet",modification
"Jun 1, 2026 @ 14:21:16.221","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKEY_USERS\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect",modification
"Jun 1, 2026 @ 14:21:16.648","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\ProgramData\Microsoft\ClickToRun\{9AC08E99-230B-47e8-9721-4577B7F124EA}\integrator.exe","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:16.654","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\MS.WINWORD.16.1033.hxn","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:16.656","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","C:\Program Files\Microsoft Office\root\VFS\Common AppData\Microsoft Help\nslist.hxl","-","-","-","-","-","-","-",overwrite
"Jun 1, 2026 @ 14:21:16.667","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.772","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\clview.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.772","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\graph.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.773","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\selfcert.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.773","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msohtmed.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.773","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\setlang.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.773","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msqry32.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.774","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msoxmled.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.774","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\excelcnv.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.774","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\wordconv.exe\MitigationOptions",modification
"Jun 1, 2026 @ 14:21:16.798","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\TypeLib\{4AC9E1DA-5BAD-4AC7-86E3-24F4CDCECA28}\c.0\0\Win32\",modification
"Jun 1, 2026 @ 14:21:16.798","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\TypeLib\{4AC9E1DA-5BAD-4AC7-86E3-24F4CDCECA28}\c.0\0\Win64\",modification
"Jun 1, 2026 @ 14:21:16.897","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\CLSID\{9F9C4924-C3F3-4459-A396-9E9E0D8B83D1}\TreatAs\",modification
"Jun 1, 2026 @ 14:21:16.899","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\CLSID\{BDEADEF2-C265-11D0-BCED-00A0C90AB50F}\TreatAs\",modification
"Jun 1, 2026 @ 14:21:16.912","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{BDEADE9E-C265-11D0-BCED-00A0C90AB50F}\InprocServer32\",modification
"Jun 1, 2026 @ 14:21:16.913","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{BDEADE9E-C265-11D0-BCED-00A0C90AB50F}\InprocServer32\ThreadingModel",modification
"Jun 1, 2026 @ 14:21:16.920","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\CLSID\{BDEADEF4-C265-11D0-BCED-00A0C90AB50F}\TreatAs\",modification
"Jun 1, 2026 @ 14:21:16.936","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\TypeLib\{C7D63755-ED33-4737-AADA-259D19C6F064}\1.0\0\win64\",modification
"Jun 1, 2026 @ 14:21:16.940","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{CDEC13B2-0B3C-400E-B909-E27EE89C6799}\InprocServer32\",modification
"Jun 1, 2026 @ 14:21:16.940","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{CDEC13B2-0B3C-400E-B909-E27EE89C6799}\InprocServer32\ThreadingModel",modification
"Jun 1, 2026 @ 14:21:16.945","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\",modification
"Jun 1, 2026 @ 14:21:16.945","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\ThreadingModel",modification
"Jun 1, 2026 @ 14:21:16.945","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\Class",modification
"Jun 1, 2026 @ 14:21:16.945","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\Assembly",modification
"Jun 1, 2026 @ 14:21:16.946","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\RuntimeVersion",modification
"Jun 1, 2026 @ 14:21:16.946","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{07B06095-5687-4D13-9E32-12B4259C9813}\InprocServer32\CodeBase",modification
"Jun 1, 2026 @ 14:21:16.947","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\",modification
"Jun 1, 2026 @ 14:21:16.948","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\ThreadingModel",modification
"Jun 1, 2026 @ 14:21:16.948","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\Class",modification
"Jun 1, 2026 @ 14:21:16.948","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\Assembly",modification
"Jun 1, 2026 @ 14:21:16.949","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\RuntimeVersion",modification
"Jun 1, 2026 @ 14:21:16.949","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{1227B818-7298-3D68-AC55-DDDA56EE56E1}\InprocServer32\CodeBase",modification
"Jun 1, 2026 @ 14:21:16.950","-","-","C:\Program Files\Microsoft Office\root\Integration\Integrator.exe","-","17,008","-","-","-","-","-","-","-","HKLM\SOFTWARE\Classes\WOW6432Node\CLSID\{68CED213-317D-3F27-9036-A33240DA522E}\InprocServer32\",modification
