Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
742,"Jun 1, 2026 @ 14:23:35.049",AH-DE08BA84,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
743,"Jun 1, 2026 @ 14:23:35.057",AH-F2C095AD,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
744,"Jun 1, 2026 @ 14:23:35.104",AH-45B7F607,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
745,"Jun 1, 2026 @ 14:23:35.121",AH-93477E90,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.123.129.14,,High distinct destinations for excel.exe
746,"Jun 1, 2026 @ 14:23:35.253",AH-D77E2E61,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
747,"Jun 1, 2026 @ 14:23:35.313",AH-6C4E206E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
748,"Jun 1, 2026 @ 14:23:35.319",AH-6B3DC0C4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.133,,High distinct destinations for excel.exe
749,"Jun 1, 2026 @ 14:23:35.632",AH-9C826612,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
750,"Jun 1, 2026 @ 14:23:35.796",AH-7A950E9D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
751,"Jun 1, 2026 @ 14:23:36.117",AH-06B108AA,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
752,"Jun 1, 2026 @ 14:23:36.179",AH-A54F18DE,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
753,"Jun 1, 2026 @ 14:23:36.240",AH-C84E058A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.182,,High distinct destinations for excel.exe
754,"Jun 1, 2026 @ 14:23:36.319",AH-B745163B,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
755,"Jun 1, 2026 @ 14:23:36.326",AH-4E02612E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,103.243.115.105,,Outbound to external IP: 103.243.115.105 ; High distinct destinations for excel.exe
756,"Jun 1, 2026 @ 14:23:36.373",AH-98851EA4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,103.243.115.105,,Outbound to external IP: 103.243.115.105 ; High distinct destinations for excel.exe
757,"Jun 1, 2026 @ 14:23:36.490",AH-1E6C3370,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
758,"Jun 1, 2026 @ 14:23:36.517",AH-AF975223,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
759,"Jun 1, 2026 @ 14:23:36.524",AH-1669FDA1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
760,"Jun 1, 2026 @ 14:23:36.527",AH-D8E42106,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
761,"Jun 1, 2026 @ 14:23:36.532",AH-894D4EA0,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
762,"Jun 1, 2026 @ 14:23:36.544",AH-BF1FAA29,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
763,"Jun 1, 2026 @ 14:23:36.548",AH-B9106055,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
764,"Jun 1, 2026 @ 14:23:36.553",AH-97D363D1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
765,"Jun 1, 2026 @ 14:23:36.584",AH-BD8BDC61,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
766,"Jun 1, 2026 @ 14:23:36.588",AH-826B6317,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
767,"Jun 1, 2026 @ 14:23:36.600",AH-92A4A688,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
768,"Jun 1, 2026 @ 14:23:36.603",AH-0A692075,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
769,"Jun 1, 2026 @ 14:23:36.925",AH-8781D4ED,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
770,"Jun 1, 2026 @ 14:23:36.936",AH-F3A27DC1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
771,"Jun 1, 2026 @ 14:23:36.941",AH-1432A2B5,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
772,"Jun 1, 2026 @ 14:23:36.964",AH-B06E1AB8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
773,"Jun 1, 2026 @ 14:23:37.156",AH-37783366,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
774,"Jun 1, 2026 @ 14:23:37.213",AH-76ECC783,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
775,"Jun 1, 2026 @ 14:23:37.216",AH-B30B639D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
776,"Jun 1, 2026 @ 14:23:37.222",AH-202DD697,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
777,"Jun 1, 2026 @ 14:23:37.229",AH-126AFC14,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Content\CachePrefix,High distinct destinations for excel.exe
778,"Jun 1, 2026 @ 14:23:37.232",AH-D893A53D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Cookies\CachePrefix,High distinct destinations for excel.exe
779,"Jun 1, 2026 @ 14:23:37.235",AH-DE5BDC46,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\History\CachePrefix,High distinct destinations for excel.exe
780,"Jun 1, 2026 @ 14:23:37.248",AH-96380A9F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
781,"Jun 1, 2026 @ 14:23:37.283",AH-5B6FA362,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
782,"Jun 1, 2026 @ 14:23:37.291",AH-A0245C54,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,40.104.66.98,,High distinct destinations for excel.exe
783,"Jun 1, 2026 @ 14:23:37.295",AH-6E19BD5A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,40.104.66.98,,High distinct destinations for excel.exe
784,"Jun 1, 2026 @ 14:23:38.253",AH-5BF3B096,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
785,"Jun 1, 2026 @ 14:23:38.427",AH-6E591700,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,HKLM\SYSTEM\ControlSet001\Control\SystemInformation\SystemManufacturer,High distinct destinations for excel.exe
786,"Jun 1, 2026 @ 14:23:38.477",AH-1A40DA0E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.182,,High distinct destinations for excel.exe
787,"Jun 1, 2026 @ 14:23:38.820",AH-97E99471,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
788,"Jun 1, 2026 @ 14:23:39.499",AH-49ACCE73,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
789,"Jun 1, 2026 @ 14:23:39.514",AH-92814DE8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
790,"Jun 1, 2026 @ 14:23:39.519",AH-6A09F033,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
791,"Jun 1, 2026 @ 14:23:39.527",AH-4ADFB6EF,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
792,"Jun 1, 2026 @ 14:23:39.592",AH-218D9BE3,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
793,"Jun 1, 2026 @ 14:23:39.623",AH-6E9F111E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.134,,High distinct destinations for excel.exe
794,"Jun 1, 2026 @ 14:23:39.674",AH-E7D3F58D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
795,"Jun 1, 2026 @ 14:23:39.750",AH-A5B9BB65,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.133,,High distinct destinations for excel.exe
796,"Jun 1, 2026 @ 14:23:39.859",AH-0130A28A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,52.111.225.4,,Outbound to external IP: 52.111.225.4 ; High distinct destinations for excel.exe
797,"Jun 1, 2026 @ 14:23:40.419",AH-655E1992,TA0011,Command and Control,9,C:\Windows\System32\smartscreen.exe,,External Communication,15,INFO,,,20.18.192.154,,Outbound to external IP: 20.18.192.154
798,"Jun 1, 2026 @ 14:23:41.179",AH-CF3FC301,TA0011,Command and Control,9,C:\Windows\System32\smartscreen.exe,,External Communication,15,INFO,,,20.18.192.154,,Outbound to external IP: 20.18.192.154
799,"Jun 1, 2026 @ 14:23:41.462",AH-E02C2BE9,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
800,"Jun 1, 2026 @ 14:23:41.811",AH-EA635B76,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
801,"Jun 1, 2026 @ 14:23:41.917",AH-598D6469,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,52.110.14.133,,High distinct destinations for excel.exe
802,"Jun 1, 2026 @ 14:23:42.488",AH-BBD7C01E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
803,"Jun 1, 2026 @ 14:23:42.603",AH-BA7C2D9C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
804,"Jun 1, 2026 @ 14:23:48.498",AH-272C0BDA,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
805,"Jun 1, 2026 @ 14:23:48.505",AH-66A157ED,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
806,"Jun 1, 2026 @ 14:23:48.511",AH-53383284,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,40.104.66.242,,High distinct destinations for excel.exe
807,"Jun 1, 2026 @ 14:23:49.058",AH-3FD9AEE5,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
808,"Jun 1, 2026 @ 14:23:49.067",AH-01349BF5,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
809,"Jun 1, 2026 @ 14:23:49.093",AH-AE7D43DC,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
810,"Jun 1, 2026 @ 14:23:49.099",AH-BDFB7BBD,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
811,"Jun 1, 2026 @ 14:23:49.103",AH-F4589DD1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
812,"Jun 1, 2026 @ 14:23:49.105",AH-C528327D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
813,"Jun 1, 2026 @ 14:23:49.225",AH-D23A8070,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,40.74.98.192,,Outbound to external IP: 40.74.98.192 ; High distinct destinations for excel.exe
814,"Jun 1, 2026 @ 14:23:49.805",AH-5CA1B46D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
815,"Jun 1, 2026 @ 14:23:49.811",AH-87420F63,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
816,"Jun 1, 2026 @ 14:23:49.815",AH-5545337C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
817,"Jun 1, 2026 @ 14:23:49.816",AH-EA2DF7BC,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
818,"Jun 1, 2026 @ 14:23:49.818",AH-55CD4849,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
819,"Jun 1, 2026 @ 14:23:50.130",AH-DB3DB75A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
820,"Jun 1, 2026 @ 14:23:50.158",AH-86295928,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
821,"Jun 1, 2026 @ 14:23:50.408",AH-2D01E0FB,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,External Communication | Network Outlier,30,LOW,,,52.109.0.35,,Outbound to external IP: 52.109.0.35 ; High distinct destinations for excel.exe
822,"Jun 1, 2026 @ 14:23:51.253",AH-D5D87506,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
823,"Jun 1, 2026 @ 14:23:51.265",AH-FC135ACE,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
824,"Jun 1, 2026 @ 14:23:57.372",AH-BD9EEEFB,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
825,"Jun 1, 2026 @ 14:23:57.375",AH-6ADF9A51,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
826,"Jun 1, 2026 @ 14:23:57.395",AH-FD22C573,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
827,"Jun 1, 2026 @ 14:23:57.946",AH-D98B1FE4,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
828,"Jun 1, 2026 @ 14:23:57.953",AH-68AF7562,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
829,"Jun 1, 2026 @ 14:23:57.961",AH-F94A537C,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
830,"Jun 1, 2026 @ 14:23:57.965",AH-22F68B5D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
831,"Jun 1, 2026 @ 14:23:57.972",AH-D24861B7,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
832,"Jun 1, 2026 @ 14:23:57.978",AH-8A2841F8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
833,"Jun 1, 2026 @ 14:23:58.056",AH-D826B8BC,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
834,"Jun 1, 2026 @ 14:23:58.067",AH-6919AE07,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
835,"Jun 1, 2026 @ 14:23:58.085",AH-328C6276,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
836,"Jun 1, 2026 @ 14:23:58.107",AH-381D634E,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
837,"Jun 1, 2026 @ 14:23:58.123",AH-DC0EA031,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
838,"Jun 1, 2026 @ 14:23:58.166",AH-C2C04165,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
839,"Jun 1, 2026 @ 14:23:58.167",AH-AD0CD0DE,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
840,"Jun 1, 2026 @ 14:23:58.173",AH-FB8C1402,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
841,"Jun 1, 2026 @ 14:23:58.174",AH-6397D903,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
842,"Jun 1, 2026 @ 14:23:58.180",AH-E1BC0EE2,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
843,"Jun 1, 2026 @ 14:23:58.181",AH-1C74C98D,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
844,"Jun 1, 2026 @ 14:23:58.188",AH-9805D517,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
845,"Jun 1, 2026 @ 14:23:58.189",AH-BBD218E8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
846,"Jun 1, 2026 @ 14:23:58.195",AH-BFA2AA8F,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
847,"Jun 1, 2026 @ 14:23:58.196",AH-9D68B909,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
848,"Jun 1, 2026 @ 14:23:58.203",AH-A1EAC080,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
849,"Jun 1, 2026 @ 14:23:58.204",AH-0411161A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
850,"Jun 1, 2026 @ 14:23:58.210",AH-C8A44F8A,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
851,"Jun 1, 2026 @ 14:23:58.211",AH-6AA9BE19,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
852,"Jun 1, 2026 @ 14:23:58.217",AH-6B52A043,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
853,"Jun 1, 2026 @ 14:23:58.218",AH-B227E412,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
854,"Jun 1, 2026 @ 14:23:58.225",AH-B5E203C1,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,30,LOW,,,,,High distinct destinations for excel.exe
855,"Jun 1, 2026 @ 14:23:58.232",AH-9918EF87,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
856,"Jun 1, 2026 @ 14:23:58.233",AH-212C3974,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
857,"Jun 1, 2026 @ 14:23:58.239",AH-8F3ED56B,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
858,"Jun 1, 2026 @ 14:23:58.240",AH-D200BEC9,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
859,"Jun 1, 2026 @ 14:23:58.246",AH-C5FD87C8,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
860,"Jun 1, 2026 @ 14:23:58.247",AH-B694F8E7,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
861,"Jun 1, 2026 @ 14:23:58.253",AH-09B04F53,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
862,"Jun 1, 2026 @ 14:23:58.254",AH-D9D9B652,TA0011,Command and Control,9,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,,Network Outlier,15,INFO,,,,,High distinct destinations for excel.exe
