Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
72,"Jun 1, 2026 @ 14:21:46.327",AH-6D52022D,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
73,"Jun 1, 2026 @ 14:21:46.328",AH-FD91C23A,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
74,"Jun 1, 2026 @ 14:21:46.329",AH-D26CBF8A,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
75,"Jun 1, 2026 @ 14:21:46.330",AH-160CA454,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
76,"Jun 1, 2026 @ 14:21:46.333",AH-DA5047DC,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
77,"Jun 1, 2026 @ 14:21:46.334",AH-B5E243FB,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
78,"Jun 1, 2026 @ 14:21:46.335",AH-563578A3,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
79,"Jun 1, 2026 @ 14:21:46.337",AH-8B46AEA5,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
80,"Jun 1, 2026 @ 14:21:46.339",AH-BD3E78E2,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
81,"Jun 1, 2026 @ 14:21:46.340",AH-7C140CED,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
82,"Jun 1, 2026 @ 14:21:46.341",AH-3EC5070C,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
83,"Jun 1, 2026 @ 14:21:46.342",AH-5B30CFE3,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
84,"Jun 1, 2026 @ 14:21:46.344",AH-139C0FBE,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
85,"Jun 1, 2026 @ 14:21:46.345",AH-A482AC97,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
86,"Jun 1, 2026 @ 14:21:46.346",AH-D1740023,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
87,"Jun 1, 2026 @ 14:21:46.347",AH-1245D5B4,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
88,"Jun 1, 2026 @ 14:21:46.349",AH-F504F222,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
89,"Jun 1, 2026 @ 14:21:46.350",AH-7659A30F,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
90,"Jun 1, 2026 @ 14:21:46.351",AH-00F92314,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
91,"Jun 1, 2026 @ 14:21:46.352",AH-EDB5023B,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
92,"Jun 1, 2026 @ 14:21:46.355",AH-9374917A,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
93,"Jun 1, 2026 @ 14:21:46.356",AH-6E86B9DA,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
94,"Jun 1, 2026 @ 14:21:46.357",AH-9F9DB173,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
95,"Jun 1, 2026 @ 14:21:46.358",AH-91BBBBAE,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
96,"Jun 1, 2026 @ 14:21:46.360",AH-8E11B926,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
97,"Jun 1, 2026 @ 14:21:46.361",AH-B9673940,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
98,"Jun 1, 2026 @ 14:21:46.364",AH-D5038306,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
99,"Jun 1, 2026 @ 14:21:46.365",AH-632006EA,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
100,"Jun 1, 2026 @ 14:21:46.366",AH-32D72F73,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
101,"Jun 1, 2026 @ 14:21:46.367",AH-87602474,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
102,"Jun 1, 2026 @ 14:21:46.368",AH-FDDEDD80,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
103,"Jun 1, 2026 @ 14:21:46.854",AH-ADDA9663,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
104,"Jun 1, 2026 @ 14:21:46.981",AH-A8C06718,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
105,"Jun 1, 2026 @ 14:21:47.048",AH-045137B1,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
106,"Jun 1, 2026 @ 14:21:47.049",AH-09160C62,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\IntranetName,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
107,"Jun 1, 2026 @ 14:21:47.050",AH-356C17AC,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1001\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\AutoDetect,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
108,"Jun 1, 2026 @ 14:21:47.088",AH-F3BE4000,TA0001,Initial Access,0,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{4d6017be-87c2-47b2-8e1b-aa3353d660ba}\.be\vc_redist.x86.exe
109,"Jun 1, 2026 @ 14:21:47.167",AH-EF7DF6DC,TA0001,Initial Access,0,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{4d6017be-87c2-47b2-8e1b-aa3353d660ba}\.be\vc_redist.x86.exe
110,"Jun 1, 2026 @ 14:21:47.342",AH-8D61AAC5,TA0001,Initial Access,0,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{4d6017be-87c2-47b2-8e1b-aa3353d660ba}\.be\vc_redist.x86.exe
111,"Jun 1, 2026 @ 14:21:47.360",AH-628BD972,TA0001,Initial Access,0,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{4d6017be-87c2-47b2-8e1b-aa3353d660ba}\.be\vc_redist.x86.exe
112,"Jun 1, 2026 @ 14:21:47.380",AH-CFED8990,TA0001,Initial Access,0,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{4d6017be-87c2-47b2-8e1b-aa3353d660ba}\.be\vc_redist.x86.exe
113,"Jun 1, 2026 @ 14:21:47.384",AH-135F40A2,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
114,"Jun 1, 2026 @ 14:21:47.386",AH-0700ED2A,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
115,"Jun 1, 2026 @ 14:21:47.387",AH-F8BDE282,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
116,"Jun 1, 2026 @ 14:21:47.388",AH-2B7DFBEC,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
117,"Jun 1, 2026 @ 14:21:47.389",AH-20E2FE36,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
118,"Jun 1, 2026 @ 14:21:47.390",AH-6CC0A5CE,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
119,"Jun 1, 2026 @ 14:21:47.391",AH-66CA8ABB,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
120,"Jun 1, 2026 @ 14:21:47.392",AH-72251B2B,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,60,HIGH,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
121,"Jun 1, 2026 @ 14:21:47.393",AH-A5EB4B42,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
122,"Jun 1, 2026 @ 14:21:47.394",AH-2EAD3033,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
123,"Jun 1, 2026 @ 14:21:47.395",AH-5287089C,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,60,HIGH,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
124,"Jun 1, 2026 @ 14:21:47.396",AH-279BC4E9,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
125,"Jun 1, 2026 @ 14:21:47.397",AH-86F64820,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
126,"Jun 1, 2026 @ 14:21:47.398",AH-41104B4B,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
127,"Jun 1, 2026 @ 14:21:47.399",AH-F12DDEB9,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,40,MEDIUM,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
128,"Jun 1, 2026 @ 14:21:47.400",AH-20827E08,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
129,"Jun 1, 2026 @ 14:21:47.401",AH-C1324754,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
130,"Jun 1, 2026 @ 14:21:47.402",AH-666F913A,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
131,"Jun 1, 2026 @ 14:21:47.408",AH-580D1B4C,TA0001,Initial Access,0,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,C:\Program Files\Microsoft Office\root\Integration\Addons\vc_redist.x86.exe,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\temp\{27e1843a-2f51-4486-b11c-361ab8d51008}\.cr\vc_redist.x86.exe
132,"Jun 1, 2026 @ 14:21:57.994",AH-B8F9C898,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
133,"Jun 1, 2026 @ 14:21:58.020",AH-95AABA5E,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
134,"Jun 1, 2026 @ 14:21:58.039",AH-1783A372,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
135,"Jun 1, 2026 @ 14:21:58.054",AH-D47A8B74,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
136,"Jun 1, 2026 @ 14:21:58.075",AH-2F3B42FB,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
137,"Jun 1, 2026 @ 14:21:58.123",AH-F3A49AA3,TA0001,Initial Access,0,C:\Windows\explorer.exe,,Malware Staging,20,LOW,,,,,Execution from user-writable path: c:\windows\explorer.exe
138,"Jun 1, 2026 @ 14:22:00.241",AH-354AC228,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
139,"Jun 1, 2026 @ 14:22:02.433",AH-B8CB7B65,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,Malware Staging | Rare Parent-Child | Sigma Match,80,CRITICAL,T1036,Masquerading,,,Rare process pair: microsoft-365-16-0-19725-20152.exe->microsoft-365-16-0-19725-20152.exe ; Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
140,"Jun 1, 2026 @ 14:22:02.458",AH-AD8B6C15,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
141,"Jun 1, 2026 @ 14:22:04.604",AH-8BB5EA4B,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
142,"Jun 1, 2026 @ 14:22:04.607",AH-3525F875,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
143,"Jun 1, 2026 @ 14:22:04.649",AH-0872E047,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,Malware Staging | Rare Parent-Child | Sigma Match,80,CRITICAL,T1036,Masquerading,,,Rare process pair: microsoft-365-16-0-19725-20152.exe->microsoft-365-16-0-19725-20152.exe ; Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
144,"Jun 1, 2026 @ 14:22:04.927",AH-1FFBAB2B,TA0001,Initial Access,0,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,C:\Windows\explorer.exe,Malware Staging | Rare Parent-Child | Sigma Match,80,CRITICAL,T1036,Masquerading,,,Rare process pair: explorer.exe->microsoft-365-16-0-19725-20152.exe ; Execution from user-writable path: c:\users\dell\downloads\microsoft-365-16-0-19725-20152.exe ; Executable running from Users/ directory — possible dropper
145,"Jun 1, 2026 @ 14:22:56.885",AH-6F9F9BAD,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Malware Staging | Sigma Match,65,HIGH,T1036,Masquerading,,,Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper
146,"Jun 1, 2026 @ 14:22:57.532",AH-AD387BE2,TA0001,Initial Access,0,C:\Users\DELL\office_portable_x3.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,EDR Rule Detection | Malware Staging | Sigma Match,100,CRITICAL,T1036,Masquerading,,,"Security rule fired on: office_portable_x3.exe | ""C:\Users\DELL\office_portable_x3.exe""  ; Execution from user-writable path: c:\users\dell\office_portable_x3.exe ; Executable running from Users/ directory — possible dropper"
