IOC Type,IOC Value,Source,Context,Timestamp,Risk,TI Verdict,TI Tags,TI Confidence
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Personalization\UserFacts\b1c53643363b744d_LiveId\Insights.json.tmp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.303",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Personalization\UserFacts\b1c53643363b744d_LiveId\Insights.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.317",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Primary1780304014852392500_C9880DC3-0C78-49B5-A3CF-253D3893D90D.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.377",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Primary1780304014853702200_C9880DC3-0C78-49B5-A3CF-253D3893D90D.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.377",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Additional\Additional1780304014893504000_C9880DC3-0C78-49B5-A3CF-253D3893D90D.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.378",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\Diagnostics\EXCEL\Additional\Additional1780304014892119600_C9880DC3-0C78-49B5-A3CF-253D3893D90D.log,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.378",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\unverified-microdesc-consensus.tmp,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:15.348",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\unverified-microdesc-consensus,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:15.351",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\cached-certs.tmp,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:15.825",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\cached-certs,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:15.846",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\IndexedDB\https_claude.ai_0.indexeddb.blob\1\02\22b,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:16.474",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\excel.exe.db-shm,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:16.542",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\excel.exe.db-wal,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:16.554",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\sentry\scope_v3.json,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:16.835",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Cache\Cache_Data\f_0000f4,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:17.146",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\TempState\d5a8f02229be41efb047bd8f883ba799.db.ses,file.path,Process: C:\Program Files\WindowsApps\microsoft.windowscommunications,"Jun 1, 2026 @ 14:24:17.311",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\LocalState\HxCommAlwaysOnLog_Old.etl,file.path,Process: C:\Program Files\WindowsApps\microsoft.windowscommunications,"Jun 1, 2026 @ 14:24:17.513",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\cached-microdesc-consensus.tmp,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:18.082",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\cached-microdesc-consensus,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:18.086",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\index-dir\temp-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:19.965",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\index-dir\aed71325-5eca-4f03-803b-133511ccb986.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:19.981",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\index.txt.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.002",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\index-dir\temp-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.016",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\2cfff038-02c7-44ea-ac39-a5d90a2c66df.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.019",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\index-dir\b80089be-78ca-4ff5-8ab0-289fde5a7fc0.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.028",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\index-dir\the-real-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.040",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\index.txt.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.067",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\index.txt,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.073",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\index-dir\the-real-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.077",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\420f043f-4f6e-4eec-8690-96cfa8de6c17.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.083",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\index.txt,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:20.131",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000640.log,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.621",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\IndexedDB\https_claude.ai_0.indexeddb.blob\1\02\22c,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.631",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000643.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.656",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000644.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.722",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000635.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.731",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000637.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.737",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000639.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.742",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000641.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:21.747",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\88be6adf-4314-473c-9a7b-c7e28f120dfd.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:25.683",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\9d007299-b212-42ba-b693-02f7c31125d1.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:25.703",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\TransportSecurity,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:25.742",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\270e078e-623b-4e5a-baeb-666421712de6.tmp,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:26.387",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Preferences~RF15bf7f1d.TMP,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:26.423",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Preferences,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:26.435",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000642.log,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:26.726",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Local Storage\leveldb\000646.ldb,file.path,Process: C:\Program Files\WindowsApps\Claude_1.9659.2.0_x64__pzs8sxrj,"Jun 1, 2026 @ 14:24:26.754",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView\Default\Network\1957dc41-b558-40b0-b8f1-5277b967545b.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:27.681",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView\Default\Network\e73b70b2-1350-4b66-9ea9-625c4ce46931.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:27.706",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView\Default\Network\TransportSecurity,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:27.743",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\1bfb547b-854d-4155-984e-79c5c13c3753.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:30.250",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\a2e5ca7d-1f69-453f-a8ee-ccd470ed12ee.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:30.258",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\TransportSecurity,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:30.287",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\cached-microdescs.new,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:34.224",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\2f27c0b6-671d-4b8f-99de-e9842b45efe1.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:51.606",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\62163d97-b4ec-4c4c-b732-117dbef9eeac.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:51.633",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\Temp\mat-debug-12776.log,file.path,Process: C:\Program Files\WindowsApps\microsoft.windowscommunications,"Jun 1, 2026 @ 14:24:53.232",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\LocalState\HxCommAlwaysOnLog.etl,file.path,Process: C:\Program Files\WindowsApps\microsoft.windowscommunications,"Jun 1, 2026 @ 14:24:53.234",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\d29b0ab9-be25-49e8-9fef-718702731ff9.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:55.348",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\0999f0d4-b0ac-4b0b-8cc3-b18c450a8132.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:55.362",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\File System\000\t\06\00000618,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:58.218",Medium,Unknown,,0
Hash,189C0A08651FD6F8AF60DDA3DCD42393,_cmdline,Process: C:\Windows\SysWOW64\msiexec.exe,"Jun 1, 2026 @ 14:21:38.098",Unknown,Unknown,,0
Hash,0F11E21D2A1C2C53A06BA3DAFA972429,_cmdline,Process: C:\Windows\System32\msiexec.exe,"Jun 1, 2026 @ 14:21:38.539",Unknown,Unknown,,0
Hash,F3E2DB8F4304A6E67BD72B7063113D52,_cmdline,Process: C:\Windows\SysWOW64\msiexec.exe,"Jun 1, 2026 @ 14:21:41.269",Unknown,Unknown,,0
Hash,17B454BD89D4606AD8583AC7E96BFAA3,_cmdline,Process: C:\Windows\System32\msiexec.exe,"Jun 1, 2026 @ 14:21:41.675",Unknown,Unknown,,0
Hash,103621DE9CD5414CC2538780B4B75751,_filepath,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.146",Unknown,Unknown,,0
Hash,453FD74286E7A811168BF9CC3CB55EB2,_filepath,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.470",Unknown,Unknown,,0
Hash,1493D94F16BCC1D8457EDBEAD8D3BBD1,_filepath,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:36.367",Unknown,Unknown,,0
Hash,d5a8f02229be41efb047bd8f883ba799,_filepath,Process: C:\Program Files\WindowsApps\microsoft.windowscommunications,"Jun 1, 2026 @ 14:24:17.311",Unknown,Unknown,,0
IP,173.10.254.170,source.ip,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:21:03.061",Unknown,Unknown,,0
IP,173.10.254.244,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:21:03.603",Unknown,Unknown,,0
IP,23.58.95.152,destination.ip,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:21:07.844",Unknown,Unknown,,0
IP,23.218.158.240,destination.ip,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:21:10.247",Unknown,Unknown,,0
IP,52.112.87.231,destination.ip,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:21:19.825",Unknown,Unknown,,0
IP,104.120.80.61,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:21:22.729",Unknown,Unknown,,0
IP,52.112.95.120,destination.ip,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:21:22.730",Unknown,Unknown,,0
IP,52.168.112.66,destination.ip,Process: C:\Program Files\Microsoft OneDrive\OneDriveStandaloneUpdate,"Jun 1, 2026 @ 14:21:23.426",Unknown,Unknown,,0
IP,151.101.211.19,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:21:28.071",Unknown,Unknown,,0
IP,172.188.176.130,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:21:32.970",Unknown,Unknown,,0
IP,52.168.117.170,destination.ip,Process: C:\Program Files\WindowsApps\MSTeams_26106.1911.4707.3286_x6,"Jun 1, 2026 @ 14:21:38.020",Unknown,Unknown,,0
IP,23.103.240.136,destination.ip,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:21:57.522",Unknown,Unknown,,0
IP,20.42.65.90,destination.ip,Process: C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommo,"Jun 1, 2026 @ 14:21:58.960",Unknown,Unknown,,0
IP,4.145.11.36,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:22:00.086",Unknown,Unknown,,0
IP,206.189.137.60,destination.ip,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:22:05.644",Unknown,Unknown,,0
IP,20.52.64.201,destination.ip,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:06.725",Unknown,Unknown,,0
IP,52.106.217.1,destination.ip,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:22:11.712",Unknown,Unknown,,0
IP,34.36.14.59,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:22:18.218",Unknown,Unknown,,0
IP,217.160.0.149,destination.ip,Process: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"Jun 1, 2026 @ 14:22:58.474",Unknown,Unknown,,0
IP,13.89.179.8,destination.ip,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:23:04.393",Unknown,Unknown,,0
IP,192.178.174.94,destination.ip,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:09.086",Unknown,Unknown,,0
IP,34.117.59.81,destination.ip,Process: C:\Windows\System32\curl.exe,"Jun 1, 2026 @ 14:23:19.842",Unknown,Unknown,,0
IP,23.37.85.99,destination.ip,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.090",Unknown,Unknown,,0
IP,104.18.20.213,destination.ip,Process: C:\Windows\System32\lsass.exe,"Jun 1, 2026 @ 14:23:20.181",Unknown,Unknown,,0
IP,104.26.9.35,destination.ip,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.565",Unknown,Unknown,,0
IP,142.251.126.94,destination.ip,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:25.565",Unknown,Unknown,,0
IP,192.178.211.188,destination.ip,Process: C:\Program Files\Google\Chrome\Application\chrome.exe,"Jun 1, 2026 @ 14:23:26.096",Unknown,Unknown,,0
IP,23.212.254.74,destination.ip,Process: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txy,"Jun 1, 2026 @ 14:23:32.676",Unknown,Unknown,,0
IP,204.79.197.222,destination.ip,Process: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txy,"Jun 1, 2026 @ 14:23:34.062",Unknown,Unknown,,0
IP,40.126.18.33,destination.ip,Process: C:\Windows\System32\svchost.exe,"Jun 1, 2026 @ 14:23:35.749",Unknown,Unknown,,0
IP,40.100.72.2,destination.ip,Process: C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txy,"Jun 1, 2026 @ 14:23:39.526",Unknown,Unknown,,0
