IOC Type,IOC Value,Source,Context,Timestamp,Risk,TI Verdict,TI Tags,TI Confidence
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\c1e94512-fff0-4363-95bd-f6eb6d04564a.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.293",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\todelete_cdce4d5ddfc57c65_0_1,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.393",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\e9fbbc3f-2af5-4c2c-b7f2-874379f5c9a8.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.395",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\cdce4d5ddfc57c65_0,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.424",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\todelete_cdce4d5ddfc57c65_0_1,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.495",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\cdce4d5ddfc57c65_0,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.523",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\TokenBroker\Cache\37b6f4fee3fa6fedbe575e9ff4bef37707fcec8e.tbres,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:23:59.548",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\0b333355-229d-440d-b14f-4f4cf5548f20.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.549",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\5eab2c85-29b7-46f4-b431-bdbb134673e0.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.555",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\todelete_53059b6b68b1a020_0_1,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.647",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\todelete_53059b6b68b1a020_0_1,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.651",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\53059b6b68b1a020_0,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.684",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\53059b6b68b1a020_0,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.686",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\6c89004c-ac8d-4965-8484-4146f432bfe0.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.712",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\4507fc96-71b2-4d44-8180-5d90604b1b1f.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.784",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\625ff734-1adb-415f-a4ee-f07cc4469e8c\e9d4be8f-e89b-424a-9e51-81d34eec16ca.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.862",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Service Worker\CacheStorage\2b5c392d2730c0910fd56433cc5e73e510d0f2b4\ef8dd4a9-4aa0-42a5-9383-1e7a3719b2f0\9a219d7b-d108-4f9e-af19-d2c6977b0dd7.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:23:59.902",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{0E7246AC-B082-45BC-8617-2194AD991F7B}.tmp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:00.267",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\2mvf8it,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:00.317",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_EFHVFAHJGZAHASCRF2GHFXBECCFFCDFA.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.980",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_H6AWBBHFHXB6FPFSDLFUH3DBGLDFD3AC.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.980",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_FDHPF4DWAQHJFVEEHMB4HIBWFFF7ETDB.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.988",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_ENGTDHCUHWC6BVDGA6GHBNGYGKFGEEH7.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.990",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_F2FNDEHMBCDBEPGJAWGLADBOB7BVD3A3.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.996",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_HSFBEKF3BXBYDGCEHZC5HUF3AXAGCQCE.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:01.997",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_CPFDGXDLA2DACGGSFYCFEADNHOASHOBA.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:02.003",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_FGH3D6BBGYDLCAEVEUA3BOCAHSEQAUCZ.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:02.005",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_BEDKGSDWDWHQFBCKAWHHCGBYCAFPAGBQ.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:02.014",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\e_FGHNECHWDDFMCBHRCRADDTFRFZCXAVAO.R,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:02.015",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\b1c53643363b744d.temp.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.173",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\b1c53643363b744d.backup.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.182",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\b1c53643363b744d.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.183",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\global.temp.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.188",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\global.backup.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.195",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\settings\Personal\global.ini,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.196",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-06-01.0852.35608.62.aodl,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.200",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-06-01.0852.35608.62.odl,file.path,Process: C:\Program Files\Microsoft OneDrive\OneDrive.exe,"Jun 1, 2026 @ 14:24:02.206",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\state.tmp,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:04.303",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Roaming\tor\state,file.path,Process: C:\Users\Public\Pictures\kelotopu\uusd.exe,"Jun 1, 2026 @ 14:24:04.305",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\7befcd97-555f-48f2-8566-73d4bc066986.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:06.622",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\281af29b-8a13-4849-bbcd-41fc41799d87.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:06.629",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Code Cache\js\index-dir\temp-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:07.414",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Code Cache\js\index-dir\df16dc0e-722a-49ba-b6f1-a77ec9bfabb0.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:07.428",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Code Cache\js\index-dir\the-real-index,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:07.465",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\Y6IBLZ8RI69VNV8AN1ZL.temp,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:09.714",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\b8ab77100df80ab2.customDestinations-ms~RF15bf3dce.TMP,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:09.718",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\913caee3-b5d7-4dec-ad1d-11f93efdb552.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:10.642",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\c135ec4f-0a5d-48ce-8204-c1dd6ad0c3f4.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:10.650",Medium,Unknown,,0
File Path,C:\Windows\TEMP\APPX.gux4ssn0jkpitqk_vln5t4gxd.tmp,file.path,Process: C:\Windows\System32\SecurityHealthService.exe,"Jun 1, 2026 @ 14:24:12.141",Medium,Unknown,,0
File Path,C:\Windows\TEMP\APPX.0gekrqpgmkg73b_bcwto12p7d.tmp,file.path,Process: C:\Windows\System32\SecurityHealthService.exe,"Jun 1, 2026 @ 14:24:12.141",Medium,Unknown,,0
File Path,C:\Windows\TEMP\APPX.x7lkeu6j1y_2t2fsq0ycpa0g.tmp,file.path,Process: C:\Windows\System32\SecurityHealthService.exe,"Jun 1, 2026 @ 14:24:12.155",Medium,Unknown,,0
File Path,C:\Windows\TEMP\APPX.g4wege52ipvznprjv90x7fqrc.tmp,file.path,Process: C:\Windows\System32\SecurityHealthService.exe,"Jun 1, 2026 @ 14:24:12.156",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\CoauthLastAccepted.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:12.919",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Site Characteristics Database\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:12.998",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Extension State\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:12.999",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Sync Data\LevelDB\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.003",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Local Storage\leveldb\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.009",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Session Storage\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.010",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\defece2c-d7cb-4d9b-abe1-b7e1c608cf9b.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.021",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\8fd2e04e-ee04-4fbe-9808-4026dce4a7d6.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.030",Medium,Unknown,,0
File Path,C:\Users\DELL\OneDrive\Documents\Primus.xlsx,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:13.059",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\EdgeJourneys\EdgeJourneys.db-wal,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.095",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Cache\No_Vary_Search\journal.baj,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.100",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.110",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\shared_proto_db\metadata\LOG,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.110",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\DIPS-wal,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.118",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\6e6f6177-5367-4093-87b8-d2e0d585f263.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.122",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\50307be6-795a-4ce4-9a05-ae8f7c75f12c.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.131",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Edge-Local-State-Tmp-10bc6ce8-c0b4-4cbd-9b02-665bbf97386e.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.142",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\04331399-4a03-4bdd-80e3-5871cdb622a3.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.151",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\761ae70a-1f3c-4f13-a63c-eec469e956b0.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.152",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\c2c4498e-2803-47fe-a984-162d56cb382e.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.160",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\TransportSecurity,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.170",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\Default\Network\Network Persistent State,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.195",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Wef\webview2\b1c53643363b744d_LiveId\2\0\EBWebView\lockfile,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:24:13.275",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\OfficeFileCache\0\0\FJCWGCFKDOGYHHFRCGCYHVBPEGBHHKDD\1380790193167760279.C4,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:13.771",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Floodgate\Excel.Settings.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.167",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Floodgate\Excel.SurveyEventActivityStats.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.176",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Floodgate\Excel.CampaignStates.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.201",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Floodgate\Excel.SurveyHistoryStats.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.209",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\Floodgate\Excel.GovernedChannelStates.json,file.path,Process: C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,"Jun 1, 2026 @ 14:24:14.222",Medium,Unknown,,0
